14,0,0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735
8,1,0.445,0.32,0.12,0.378,0.152,0.0825,0.12
16,2,0.635,0.48,0.235,1.064,0.413,0.228,0.36
11,0,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49
9,1,0.575,0.45,0.125,0.78,0.3275,0.188,0.235
10,0,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12
6,0,0.34,0.255,0.085,0.204,0.097,0.021,0.05
13,2,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405
9,1,0.59,0.45,0.125,0.86,0.437,0.1515,0.245
22,2,0.625,0.505,0.215,1.4455,0.496,0.287,0.435
9,1,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189
11,0,0.645,0.505,0.165,1.318,0.55,0.3015,0.335
10,2,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505
15,2,0.455,0.365,0.095,0.514,0.2245,0.101,0.15
5,1,0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445
7,1,0.33,0.25,0.095,0.2085,0.102,0.0395,0.052
11,0,0.695,0.535,0.2,1.5855,0.667,0.334,0.471
7,1,0.36,0.27,0.085,0.196,0.0905,0.034,0.053
8,1,0.535,0.4,0.135,0.775,0.368,0.208,0.2055
7,1,0.44,0.325,0.09,0.35,0.148,0.067,0.105
10,2,0.55,0.45,0.15,1.0145,0.407,0.2015,0.2875
13,2,0.725,0.575,0.24,2.21,1.351,0.413,0.5015
11,0,0.475,0.35,0.115,0.452,0.1715,0.092,0.155
5,1,0.25,0.19,0.065,0.0835,0.039,0.015,0.025
13,0,0.475,0.35,0.115,0.487,0.194,0.1455,0.125
8,0,0.515,0.43,0.14,0.834,0.367,0.2,0.23
7,0,0.46,0.375,0.12,0.4605,0.1775,0.11,0.15
16,2,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545
9,0,0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
10,2,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276
11,0,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345
9,2,0.645,0.51,0.19,1.4745,0.605,0.345,0.48
7,1,0.46,0.355,0.11,0.4255,0.2015,0.081,0.13
20,2,0.6,0.47,0.155,1.036,0.4375,0.196,0.325
8,2,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735
7,1,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185
14,0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37
9,2,0.605,0.49,0.18,1.167,0.457,0.29,0.3745
6,1,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11
8,1,0.51,0.38,0.115,0.5155,0.215,0.1135,0.166
9,1,0.465,0.355,0.09,0.4325,0.2005,0.074,0.1275
11,0,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412
8,1,0.27,0.195,0.07,0.102,0.045,0.0135,0.034
5,1,0.255,0.185,0.06,0.088,0.0365,0.021,0.023
11,2,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385
8,2,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535
7,1,0.445,0.345,0.12,0.4035,0.169,0.0825,0.13
9,0,0.62,0.485,0.155,1.1945,0.5105,0.271,0.352
14,0,0.465,0.38,0.135,0.579,0.208,0.1095,0.22
19,0,0.505,0.425,0.14,0.85,0.275,0.1625,0.285
11,0,0.6,0.465,0.16,1.133,0.466,0.2885,0.298
11,0,0.65,0.505,0.165,1.16,0.4785,0.274,0.349
15,1,0.45,0.35,0.145,0.525,0.2085,0.1,0.1655
12,1,0.45,0.36,0.125,0.45,0.191,0.0865,0.145
9,2,0.62,0.47,0.15,1.309,0.587,0.4405,0.325
16,2,0.44,0.35,0.14,0.451,0.171,0.0705,0.184
7,1,0.395,0.295,0.1,0.293,0.14,0.062,0.082
8,2,0.39,0.285,0.095,0.271,0.11,0.06,0.08
10,2,0.35,0.255,0.065,0.179,0.0705,0.0385,0.06
18,0,0.565,0.48,0.175,0.957,0.3885,0.215,0.275
7,1,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025
10,2,0.62,0.485,0.155,1.049,0.462,0.231,0.25
11,2,0.65,0.515,0.18,1.463,0.658,0.3135,0.4115
6,1,0.375,0.28,0.08,0.2235,0.115,0.043,0.055
6,1,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245
7,1,0.375,0.3,0.075,0.144,0.059,0.03,0.044
9,0,0.65,0.495,0.155,1.337,0.615,0.3195,0.335
16,0,0.685,0.545,0.18,1.768,0.7495,0.392,0.485
10,2,0.625,0.5,0.175,1.0565,0.4615,0.258,0.305
6,1,0.29,0.21,0.065,0.097,0.0375,0.022,0.03
13,2,0.7,0.55,0.195,1.6245,0.675,0.347,0.535
5,1,0.42,0.32,0.115,0.376,0.169,0.092,0.1
13,1,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26
5,1,0.29,0.215,0.065,0.0985,0.0425,0.021,0.031
9,1,0.42,0.33,0.1,0.352,0.1635,0.089,0.1
10,2,0.685,0.51,0.165,1.545,0.686,0.3775,0.4055
3,1,0.195,0.15,0.045,0.0375,0.018,0.006,0.011
13,2,0.545,0.41,0.14,0.625,0.223,0.16,0.235
14,0,0.535,0.42,0.15,0.7365,0.2785,0.186,0.215
6,1,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088
8,2,0.585,0.45,0.18,0.7995,0.336,0.1855,0.237
12,2,0.54,0.415,0.145,0.74,0.2635,0.168,0.245
10,2,0.59,0.46,0.145,0.929,0.38,0.24,0.255
15,0,0.605,0.475,0.145,1.0185,0.4695,0.225,0.27
10,1,0.52,0.41,0.14,0.699,0.3395,0.129,0.1945
14,0,0.605,0.485,0.165,1.0735,0.437,0.205,0.33
18,0,0.64,0.54,0.175,1.571,0.627,0.271,0.475
9,0,0.595,0.47,0.155,1.1775,0.542,0.269,0.31
11,0,0.505,0.385,0.115,0.616,0.243,0.1075,0.21
8,1,0.355,0.275,0.085,0.22,0.092,0.06,0.15
8,2,0.48,0.37,0.13,0.643,0.349,0.1155,0.135
12,2,0.65,0.51,0.175,1.446,0.6485,0.2705,0.45
10,2,0.585,0.465,0.165,0.885,0.4025,0.1625,0.274
9,2,0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
11,0,0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265
7,1,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035
16,2,0.65,0.52,0.19,1.3445,0.519,0.306,0.4465
13,2,0.555,0.445,0.135,0.836,0.336,0.1625,0.275
11,0,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535
11,2,0.615,0.495,0.155,1.2865,0.435,0.293,0.3245
5,1,0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125
11,2,0.67,0.5,0.2,1.269,0.576,0.2985,0.351
8,2,0.5,0.4,0.13,0.7715,0.37,0.16,0.211
11,1,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275
8,1,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615
11,0,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14
10,2,0.595,0.475,0.14,1.0305,0.4925,0.217,0.278
8,1,0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725
8,1,0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395
10,2,0.54,0.425,0.12,0.817,0.2945,0.153,0.195
5,1,0.33,0.25,0.075,0.1405,0.056,0.035,0.05
9,0,0.545,0.43,0.14,0.832,0.4355,0.17,0.201
9,2,0.605,0.475,0.14,1.1175,0.555,0.257,0.274
7,1,0.505,0.39,0.185,0.6125,0.267,0.142,0.172
13,1,0.445,0.33,0.1,0.437,0.163,0.0755,0.17
14,2,0.705,0.56,0.22,1.981,0.8175,0.3085,0.76
11,2,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503
10,2,0.57,0.47,0.155,1.186,0.6355,0.2315,0.277
4,1,0.13,0.095,0.035,0.0105,0.005,0.0065,0.0035
17,1,0.54,0.435,0.145,0.97,0.4285,0.22,0.264
11,2,0.55,0.45,0.17,0.81,0.317,0.157,0.22
15,2,0.495,0.4,0.12,0.6605,0.2605,0.161,0.19
8,2,0.575,0.455,0.165,0.867,0.3765,0.1805,0.268
10,1,0.565,0.46,0.155,0.8715,0.3755,0.215,0.25
7,1,0.425,0.315,0.08,0.303,0.131,0.0585,0.095
13,1,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235
12,0,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23
8,1,0.32,0.255,0.085,0.1745,0.072,0.033,0.057
5,1,0.255,0.19,0.07,0.0815,0.028,0.016,0.031
7,1,0.495,0.33,0.1,0.44,0.177,0.095,0.15
7,0,0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915
16,0,0.52,0.425,0.165,0.9885,0.396,0.225,0.32
13,0,0.555,0.42,0.14,0.868,0.33,0.243,0.21
11,1,0.63,0.505,0.18,1.272,0.6025,0.295,0.315
11,1,0.47,0.345,0.115,0.4885,0.2005,0.108,0.166
18,2,0.61,0.5,0.24,1.642,0.532,0.3345,0.69
11,0,0.69,0.535,0.185,1.826,0.797,0.409,0.499
11,2,0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325
8,1,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085
11,2,0.585,0.45,0.15,0.997,0.4055,0.283,0.251
7,2,0.535,0.405,0.14,0.7315,0.336,0.156,0.19
9,2,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213
7,1,0.355,0.255,0.08,0.187,0.078,0.0505,0.058
11,0,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294
10,0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305
5,1,0.21,0.17,0.045,0.0475,0.019,0.011,0.013
6,1,0.4,0.31,0.115,0.314,0.1545,0.0595,0.087
9,2,0.575,0.475,0.145,0.857,0.3665,0.173,0.269
16,1,0.635,0.5,0.18,1.319,0.5485,0.292,0.49
9,1,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1
8,1,0.45,0.355,0.11,0.4585,0.194,0.067,0.14
5,1,0.35,0.26,0.075,0.18,0.09,0.0245,0.055
9,0,0.5,0.395,0.15,0.7145,0.3235,0.173,0.195
10,1,0.575,0.435,0.13,0.805,0.3155,0.2155,0.245
6,1,0.235,0.18,0.06,0.058,0.022,0.0145,0.018
10,0,0.62,0.48,0.165,1.043,0.4835,0.221,0.31
9,0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295
11,0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497
7,1,0.495,0.38,0.12,0.512,0.233,0.1205,0.136
12,2,0.715,0.55,0.19,2.0045,1.0465,0.407,0.5075
22,2,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255
15,2,0.57,0.465,0.125,0.849,0.3785,0.1765,0.24
13,0,0.675,0.55,0.19,1.551,0.7105,0.3685,0.412
4,1,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02
6,1,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03
8,1,0.525,0.385,0.13,0.607,0.2355,0.125,0.195
9,2,0.54,0.405,0.125,0.891,0.4815,0.1915,0.202
16,2,0.635,0.515,0.17,1.275,0.509,0.286,0.34
6,1,0.44,0.35,0.11,0.3805,0.1575,0.0895,0.115
20,2,0.635,0.525,0.205,1.484,0.55,0.3115,0.43
9,0,0.615,0.465,0.15,0.923,0.4615,0.1825,0.2415
16,2,0.59,0.485,0.12,0.911,0.39,0.182,0.29
6,1,0.32,0.24,0.085,0.131,0.0615,0.0265,0.038
11,1,0.42,0.325,0.1,0.368,0.1675,0.0625,0.1135
9,2,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385
11,0,0.63,0.495,0.2,1.4255,0.659,0.336,0.38
10,1,0.515,0.42,0.15,0.6725,0.2555,0.1335,0.235
7,0,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955
15,2,0.66,0.53,0.17,1.3905,0.5905,0.212,0.453
10,2,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08
11,0,0.735,0.6,0.22,2.555,1.1335,0.44,0.6
10,0,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205
7,2,0.585,0.465,0.16,0.9555,0.4595,0.236,0.265
7,1,0.39,0.285,0.1,0.281,0.1275,0.062,0.077
21,2,0.595,0.475,0.16,1.3175,0.408,0.234,0.58
8,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935
18,2,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13
11,0,0.58,0.45,0.185,0.9955,0.3945,0.272,0.285
9,0,0.475,0.36,0.125,0.447,0.1695,0.081,0.14
9,0,0.58,0.45,0.155,0.93,0.385,0.246,0.265
14,0,0.67,0.54,0.165,1.5015,0.518,0.358,0.505
8,1,0.505,0.39,0.15,0.685,0.362,0.131,0.156
10,1,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765
14,2,0.5,0.385,0.145,0.7615,0.246,0.195,0.204
8,1,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105
11,0,0.625,0.49,0.155,1.2085,0.465,0.162,0.411
11,0,0.62,0.485,0.175,1.271,0.531,0.3075,0.37
12,0,0.49,0.39,0.135,0.59,0.215,0.125,0.1845
13,1,0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05
11,0,0.485,0.4,0.155,0.731,0.236,0.183,0.255
12,2,0.75,0.595,0.205,2.2205,1.083,0.421,0.63
22,2,0.655,0.54,0.215,1.844,0.7425,0.327,0.585
10,2,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075
15,0,0.535,0.415,0.185,0.8415,0.314,0.1585,0.3
12,0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14
17,2,0.595,0.475,0.17,1.0965,0.419,0.229,0.35
5,2,0.155,0.115,0.025,0.024,0.009,0.005,0.0075
10,2,0.51,0.39,0.125,0.6565,0.262,0.1835,0.175
10,0,0.475,0.375,0.125,0.5785,0.2775,0.085,0.155
8,0,0.55,0.43,0.14,0.84,0.375,0.218,0.1945
8,2,0.625,0.505,0.175,1.131,0.5425,0.2265,0.323
12,0,0.45,0.345,0.115,0.496,0.1905,0.117,0.14
11,0,0.655,0.515,0.155,1.309,0.524,0.346,0.385
7,1,0.395,0.29,0.095,0.3,0.158,0.068,0.078
14,2,0.605,0.49,0.145,1.3,0.517,0.3285,0.31
12,2,0.55,0.45,0.155,0.7895,0.343,0.159,0.25
7,1,0.405,0.29,0.09,0.2825,0.112,0.075,0.0815
7,1,0.435,0.345,0.12,0.4475,0.221,0.112,0.125
6,1,0.455,0.375,0.12,0.497,0.2355,0.1055,0.1295
10,0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115
16,0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335
10,2,0.595,0.46,0.155,1.03,0.4275,0.207,0.3305
11,1,0.52,0.405,0.14,0.5775,0.2,0.145,0.179
21,0,0.665,0.5,0.175,1.742,0.595,0.3025,0.725
11,2,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425
9,2,0.655,0.52,0.165,1.4095,0.586,0.291,0.405
11,2,0.525,0.4,0.17,0.7305,0.279,0.2055,0.195
4,1,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011
6,1,0.315,0.23,0.07,0.164,0.0625,0.04,0.045
5,2,0.255,0.18,0.065,0.079,0.034,0.014,0.025
10,0,0.63,0.5,0.175,1.1105,0.467,0.268,0.329
10,1,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315
9,2,0.5,0.38,0.125,0.577,0.269,0.1265,0.1535
6,1,0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775
10,2,0.66,0.525,0.18,1.478,0.5815,0.381,0.372
9,1,0.44,0.365,0.11,0.4465,0.213,0.089,0.1135
9,2,0.61,0.485,0.17,1.281,0.597,0.3035,0.33
7,1,0.465,0.37,0.1,0.5055,0.234,0.11,0.14
14,2,0.55,0.41,0.125,0.7605,0.2505,0.1635,0.195
5,1,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385
10,2,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47
21,0,0.68,0.55,0.2,1.596,0.525,0.4075,0.585
12,2,0.56,0.46,0.235,0.8395,0.3325,0.157,0.305
8,2,0.56,0.445,0.16,0.8965,0.42,0.2175,0.2215
9,2,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357
7,1,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06
8,2,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276
11,2,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315
11,2,0.625,0.485,0.17,1.437,0.5855,0.293,0.475
11,0,0.71,0.55,0.17,1.614,0.743,0.345,0.45
8,1,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18
